06/11/17;16:14:10.139;INFO;Interface;Command: ExecRobotTask (finish,-1);
06/11/17;18:12:00.119;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:12:00.119;INFO;Controller;State = Running;
06/11/17;18:12:00.928;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:12:10.440;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>9,2.756,-0.563,-2.803,0;
06/11/17;18:12:10.440;INFO;Controller;State = Ready;
06/11/17;18:12:10.643;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:12:10.643;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:12:10.643;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:12:10.643;INFO;Controller;State = Running;
06/11/17;18:12:11.460;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:12:21.529;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>10,3.31 ,-0.979,-2.465,0;
06/11/17;18:12:21.529;INFO;Controller;State = Ready;
06/11/17;18:12:21.736;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:12:21.737;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:12:21.737;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:12:21.737;INFO;Controller;State = Running;
06/11/17;18:12:22.548;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:12:32.618;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>11,3.532,-0.919,-2.028,0;
06/11/17;18:12:32.618;INFO;Controller;State = Ready;
06/11/17;18:12:32.854;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:12:32.854;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:12:32.854;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:12:32.854;INFO;Controller;State = Running;
06/11/17;18:12:33.667;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:12:43.225;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>12,3.424,-0.024,-2.896,0;
06/11/17;18:12:43.225;INFO;Controller;State = Ready;
06/11/17;18:12:43.433;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:12:43.433;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:12:43.434;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:12:43.434;INFO;Controller;State = Running;
06/11/17;18:12:44.243;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:12:53.847;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>13,2.685,0.371,-2.676,0;
06/11/17;18:12:53.847;INFO;Controller;State = Ready;
06/11/17;18:12:54.048;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:12:54.049;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:12:54.049;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:12:54.049;INFO;Controller;State = Running;
06/11/17;18:12:54.869;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:13:04.418;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>14,1.575,0.579,-2.605,0;
06/11/17;18:13:04.418;INFO;Controller;State = Ready;
06/11/17;18:13:04.649;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:13:04.650;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:13:04.650;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:13:04.650;INFO;Controller;State = Running;
06/11/17;18:13:05.463;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:13:15.010;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>15,1.776,0.506,-3.441,0;
06/11/17;18:13:15.010;INFO;Controller;State = Ready;
06/11/17;18:13:15.219;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:13:15.219;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:13:15.219;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:13:15.219;INFO;Controller;State = Running;
06/11/17;18:13:16.030;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:13:25.203;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>16,0.734,0.219,-2.329,0;
06/11/17;18:13:25.203;INFO;Controller;State = Ready;
06/11/17;18:13:25.410;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:13:25.410;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:13:25.410;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:13:25.410;INFO;Controller;State = Running;
06/11/17;18:13:26.224;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:13:35.523;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>17,1.637,-1.117,-1.574,0;
06/11/17;18:13:35.523;INFO;Controller;State = Ready;
06/11/17;18:13:35.727;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:13:35.727;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:13:35.727;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:13:35.727;INFO;Controller;State = Running;
06/11/17;18:13:36.544;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:13:45.846;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>18,1.42 ,-1.484,-0.867,0;
06/11/17;18:13:45.846;INFO;Controller;State = Ready;
06/11/17;18:13:46.048;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:13:46.048;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:13:46.048;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:13:46.048;INFO;Controller;State = Running;
06/11/17;18:13:46.865;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:13:56.568;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>19,1.685,-1.776,-0.878,0;
06/11/17;18:13:56.569;INFO;Controller;State = Ready;
06/11/17;18:13:56.790;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:13:56.790;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:13:56.790;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:13:56.790;INFO;Controller;State = Running;
06/11/17;18:13:57.600;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:14:07.117;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>20,1.793,-1.95 ,-1.246,0;
06/11/17;18:14:07.118;INFO;Controller;State = Ready;
06/11/17;18:14:07.320;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:14:07.320;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:14:07.320;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:14:07.320;INFO;Controller;State = Running;
06/11/17;18:14:08.132;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:14:17.674;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>21,1.47 ,-1.755,-1.096,0;
06/11/17;18:14:17.901;INFO;Controller;State = Ready;
06/11/17;18:14:18.136;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:14:18.136;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:14:18.136;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:14:18.136;INFO;Controller;State = Running;
06/11/17;18:14:18.947;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:14:28.491;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>22,1.44 ,-0.628,-1.89 ,0;
06/11/17;18:14:28.492;INFO;Controller;State = Ready;
06/11/17;18:14:28.697;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:14:28.698;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:14:28.698;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:14:28.698;INFO;Controller;State = Running;
06/11/17;18:14:29.506;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:14:39.036;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>23,1.611,-0.556,-1.734,0;
06/11/17;18:14:39.037;INFO;Controller;State = Ready;
06/11/17;18:14:39.244;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:14:39.244;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:14:39.244;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:14:39.244;INFO;Controller;State = Running;
06/11/17;18:14:40.061;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:14:49.592;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>24,0.964,-0.807,-1.506,0;
06/11/17;18:14:49.592;INFO;Controller;State = Ready;
06/11/17;18:14:49.826;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:14:49.826;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:14:49.826;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:14:49.826;INFO;Controller;State = Running;
06/11/17;18:14:50.638;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:15:00.171;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>25,0.158,-1.421,-1.404,0;
06/11/17;18:15:00.172;INFO;Controller;State = Ready;
06/11/17;18:15:00.382;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:15:00.382;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:15:00.382;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:15:00.382;INFO;Controller;State = Running;
06/11/17;18:15:01.191;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:15:10.752;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>26,0.263,-1.694,-1.056,0;
06/11/17;18:15:10.753;INFO;Controller;State = Ready;
06/11/17;18:15:10.957;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:15:10.958;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:15:10.958;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:15:10.958;INFO;Controller;State = Running;
06/11/17;18:15:11.769;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:15:21.169;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>27,1.112,-2.112,-1.196,0;
06/11/17;18:15:22.307;INFO;Controller;State = Ready;
06/11/17;18:15:22.537;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:15:22.537;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:15:22.537;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:15:22.537;INFO;Controller;State = Running;
06/11/17;18:15:23.345;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:15:32.901;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>28,1.63 ,-2.084,-2.22 ,0;
06/11/17;18:15:32.901;INFO;Controller;State = Ready;
06/11/17;18:15:33.109;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:15:33.109;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:15:33.109;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:15:33.109;INFO;Controller;State = Running;
06/11/17;18:15:33.922;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:15:43.471;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>29,1.711,-2.28 ,-2.618,0;
06/11/17;18:15:43.472;INFO;Controller;State = Ready;
06/11/17;18:15:43.680;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:15:43.680;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:15:43.680;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:15:43.680;INFO;Controller;State = Running;
06/11/17;18:15:44.489;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:15:54.045;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>30,2.161,-2.204,-1.42 ,0;
06/11/17;18:15:54.045;INFO;Controller;State = Ready;
06/11/17;18:15:54.281;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:15:54.282;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:15:54.282;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:15:54.282;INFO;Controller;State = Running;
06/11/17;18:15:55.091;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:16:04.603;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>31,2.332,-1.323,-1.487,0;
06/11/17;18:16:04.603;INFO;Controller;State = Ready;
06/11/17;18:16:04.811;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:16:04.811;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:16:04.811;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:16:04.811;INFO;Controller;State = Running;
06/11/17;18:16:05.623;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:16:15.174;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>32,2.03 ,-0.994,-1.451,0;
06/11/17;18:16:15.175;INFO;Controller;State = Ready;
06/11/17;18:16:15.376;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:16:15.377;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:16:15.377;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:16:15.377;INFO;Controller;State = Running;
06/11/17;18:16:16.188;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:16:25.741;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>33,2.826,-2.744,-0.685,0;
06/11/17;18:16:25.742;INFO;Controller;State = Ready;
06/11/17;18:16:25.973;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:16:25.973;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:16:25.973;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:16:25.973;INFO;Controller;State = Running;
06/11/17;18:16:26.783;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:16:36.305;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>34,2.674,-2.49 ,-2.015,0;
06/11/17;18:16:36.305;INFO;Controller;State = Ready;
06/11/17;18:16:36.510;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:16:36.510;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:16:36.511;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:16:36.511;INFO;Controller;State = Running;
06/11/17;18:16:37.322;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:16:46.868;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>35,2.475,-2.474,-1.442,0;
06/11/17;18:16:46.869;INFO;Controller;State = Ready;
06/11/17;18:16:47.075;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:16:47.075;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:16:47.075;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:16:47.075;INFO;Controller;State = Running;
06/11/17;18:16:47.884;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:16:57.416;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>36,1.25 ,-2.458,-2.127,0;
06/11/17;18:16:57.416;INFO;Controller;State = Ready;
06/11/17;18:16:57.642;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:16:57.643;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:16:57.643;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:16:57.643;INFO;Controller;State = Running;
06/11/17;18:16:58.453;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:17:07.982;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>37,1.725,-2.645,-0.541,0;
06/11/17;18:17:07.982;INFO;Controller;State = Ready;
06/11/17;18:17:08.187;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:17:08.187;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:17:08.187;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:17:08.187;INFO;Controller;State = Running;
06/11/17;18:17:09.003;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:17:18.529;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>38,2.98 ,-3.478,-2.768,0;
06/11/17;18:17:18.529;INFO;Controller;State = Ready;
06/11/17;18:17:18.732;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:17:18.732;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:17:18.733;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:17:18.741;INFO;Controller;State = Running;
06/11/17;18:17:19.549;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:17:29.091;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>39,3.356,-2.753,-3.339,0;
06/11/17;18:17:29.092;INFO;Controller;State = Ready;
06/11/17;18:17:29.327;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:17:29.327;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:17:29.327;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:17:29.327;INFO;Controller;State = Running;
06/11/17;18:17:30.137;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:17:39.644;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>40,3.427,-2.579,-3.481,0;
06/11/17;18:17:39.645;INFO;Controller;State = Ready;
06/11/17;18:17:39.851;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:17:39.851;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:17:39.851;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:17:39.851;INFO;Controller;State = Running;
06/11/17;18:17:40.664;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:17:50.203;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>41,2.847,-1.751,-2.379,0;
06/11/17;18:17:50.203;INFO;Controller;State = Ready;
06/11/17;18:17:50.413;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:17:50.413;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:17:50.413;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:17:50.413;INFO;Controller;State = Running;
06/11/17;18:17:51.221;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:18:00.766;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>42,2.368,-1.71 ,-2.756,0;
06/11/17;18:18:00.766;INFO;Controller;State = Ready;
06/11/17;18:18:00.994;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:18:00.994;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:18:00.994;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:18:00.994;INFO;Controller;State = Running;
06/11/17;18:18:01.804;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:18:11.155;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>43,1.051,-1.877,-2.771,0;
06/11/17;18:18:11.155;INFO;Controller;State = Ready;
06/11/17;18:18:11.357;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:18:11.357;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:18:11.357;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:18:11.357;INFO;Controller;State = Running;
06/11/17;18:18:12.171;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:18:21.885;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>44,0.425,-2.039,-3.007,0;
06/11/17;18:18:21.885;INFO;Controller;State = Ready;
06/11/17;18:18:22.087;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:18:22.087;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:18:22.087;INFO;Controller;Status = Executing: MT_loadCheck;
06/11/17;18:18:22.087;INFO;Controller;State = Running;
06/11/17;18:18:22.900;INFO;Robot Runtime;executing:    MT_loadCheck;
06/11/17;18:18:32.943;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>45,0.758,-2.816,-3.39 ,0;
06/11/17;18:18:32.944;INFO;Controller;State = Ready;
06/11/17;18:18:33.173;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/11/17;18:18:33.173;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/11/17;18:18:33.173;INFO;Controller;Status = Executing: MT_loadCheck;
