14/08/17;16:11:09.919;INFO;Interface;Command: ExecRobotTask (finish,-1);
14/08/17;16:16:07.567;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:16:16.719;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>2,1.066,0.571,-1.529,0;
14/08/17;16:16:16.719;INFO;Controller;State = Ready;
14/08/17;16:16:16.916;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:16:16.917;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:16:16.917;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:16:16.917;INFO;Controller;State = Running;
14/08/17;16:16:17.051;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:16:26.543;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>3,1.995,0.539,-1.321,0;
14/08/17;16:16:26.543;INFO;Controller;State = Ready;
14/08/17;16:16:26.747;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:16:26.747;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:16:26.747;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:16:26.747;INFO;Controller;State = Running;
14/08/17;16:16:26.882;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:16:36.462;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>4,2.047,1.543,-1.388,0;
14/08/17;16:16:36.463;INFO;Controller;State = Ready;
14/08/17;16:16:36.669;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:16:36.669;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:16:36.670;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:16:36.670;INFO;Controller;State = Running;
14/08/17;16:16:36.800;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:16:46.345;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>5,1.28 ,0.549,-1.135,0;
14/08/17;16:16:46.345;INFO;Controller;State = Ready;
14/08/17;16:16:46.551;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:16:46.551;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:16:46.551;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:16:46.551;INFO;Controller;State = Running;
14/08/17;16:16:46.710;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:16:56.252;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>6,-0.013,0.063,-1.794,0;
14/08/17;16:16:56.253;INFO;Controller;State = Ready;
14/08/17;16:16:56.451;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:16:56.451;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:16:56.451;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:16:56.451;INFO;Controller;State = Running;
14/08/17;16:16:56.582;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:17:05.749;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>7,1.161,0.42 ,-1.177,0;
14/08/17;16:17:05.749;INFO;Controller;State = Ready;
14/08/17;16:17:05.971;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:17:05.971;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:17:05.971;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:17:05.971;INFO;Controller;State = Running;
14/08/17;16:17:06.106;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:17:15.565;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>8,2.38 ,0.063,-0.942,0;
14/08/17;16:17:15.566;INFO;Controller;State = Ready;
14/08/17;16:17:15.769;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:17:15.769;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:17:15.769;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:17:15.769;INFO;Controller;State = Running;
14/08/17;16:17:15.904;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:17:25.474;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>9,3.041,0.24 ,-1.212,0;
14/08/17;16:17:25.475;INFO;Controller;State = Ready;
14/08/17;16:17:25.680;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:17:25.681;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:17:25.681;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:17:25.681;INFO;Controller;State = Running;
14/08/17;16:17:25.811;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:17:35.407;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>10,3.242,0.399,-1.25 ,0;
14/08/17;16:17:35.407;INFO;Controller;State = Ready;
14/08/17;16:17:35.614;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:17:35.614;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:17:35.614;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:17:35.614;INFO;Controller;State = Running;
14/08/17;16:17:35.749;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:17:45.316;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>11,3.623,0.408,-0.715,0;
14/08/17;16:17:45.316;INFO;Controller;State = Ready;
14/08/17;16:17:45.515;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:17:45.515;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:17:45.515;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:17:45.515;INFO;Controller;State = Running;
14/08/17;16:17:45.675;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:17:55.068;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>12,3.007,1.616,-1.783,0;
14/08/17;16:17:55.069;INFO;Controller;State = Ready;
14/08/17;16:17:55.271;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:17:55.271;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:17:55.271;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:17:55.271;INFO;Controller;State = Running;
14/08/17;16:17:55.406;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:18:05.098;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>13,1.642,1.869,-1.293,0;
14/08/17;16:18:05.099;INFO;Controller;State = Ready;
14/08/17;16:18:05.296;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:18:05.296;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:18:05.296;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:18:05.296;INFO;Controller;State = Running;
14/08/17;16:18:05.432;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:18:15.012;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>14,0.68 ,1.45 ,-1.399,0;
14/08/17;16:18:15.013;INFO;Controller;State = Ready;
14/08/17;16:18:15.217;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:18:15.217;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:18:15.217;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:18:15.217;INFO;Controller;State = Running;
14/08/17;16:18:15.351;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:18:24.523;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>15,0.201,0.68 ,-2.285,0;
14/08/17;16:18:24.523;INFO;Controller;State = Ready;
14/08/17;16:18:24.723;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:18:24.723;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:18:24.723;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:18:24.723;INFO;Controller;State = Running;
14/08/17;16:18:24.857;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:18:34.335;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>16,-0.326,0.317,-1.62 ,0;
14/08/17;16:18:34.335;INFO;Controller;State = Ready;
14/08/17;16:18:34.542;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:18:34.543;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:18:34.543;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:18:34.543;INFO;Controller;State = Running;
14/08/17;16:18:34.677;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:18:44.238;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>17,2.84 ,-1.309,-0.564,0;
14/08/17;16:18:44.238;INFO;Controller;State = Ready;
14/08/17;16:18:44.438;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:18:44.439;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:18:44.439;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:18:44.439;INFO;Controller;State = Running;
14/08/17;16:18:44.573;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:18:54.136;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>18,2.415,-1.338,-0.243,0;
14/08/17;16:18:54.136;INFO;Controller;State = Ready;
14/08/17;16:18:54.340;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:18:54.340;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:18:54.340;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:18:54.340;INFO;Controller;State = Running;
14/08/17;16:18:54.475;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:19:04.055;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>19,2.785,-1.787,-0.485,0;
14/08/17;16:19:04.055;INFO;Controller;State = Ready;
14/08/17;16:19:04.254;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:19:04.254;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:19:04.254;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:19:04.254;INFO;Controller;State = Running;
14/08/17;16:19:04.385;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:19:13.966;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>20,3.211,-2.067,-0.825,0;
14/08/17;16:19:13.966;INFO;Controller;State = Ready;
14/08/17;16:19:14.189;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:19:14.189;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:19:14.189;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:19:14.189;INFO;Controller;State = Running;
14/08/17;16:19:14.325;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:19:23.867;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>21,2.858,-1.338,-0.713,0;
14/08/17;16:19:23.868;INFO;Controller;State = Ready;
14/08/17;16:19:24.071;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:19:24.072;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:19:24.072;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:19:24.072;INFO;Controller;State = Running;
14/08/17;16:19:24.202;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:19:33.777;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>22,2.42 ,-0.715,-0.912,0;
14/08/17;16:19:33.777;INFO;Controller;State = Ready;
14/08/17;16:19:33.976;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:19:33.976;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:19:33.976;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:19:33.976;INFO;Controller;State = Running;
14/08/17;16:19:34.112;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:19:43.678;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>23,2.177,-0.813,-0.274,0;
14/08/17;16:19:43.679;INFO;Controller;State = Ready;
14/08/17;16:19:43.880;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:19:43.880;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:19:43.880;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:19:43.880;INFO;Controller;State = Running;
14/08/17;16:19:44.009;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:19:53.585;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>24,1.339,-1.256,-0.395,0;
14/08/17;16:19:53.585;INFO;Controller;State = Ready;
14/08/17;16:19:53.815;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:19:53.815;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:19:53.815;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:19:53.815;INFO;Controller;State = Running;
14/08/17;16:19:53.950;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:20:03.336;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>25,0.617,-1.316,-0.538,0;
14/08/17;16:20:03.336;INFO;Controller;State = Ready;
14/08/17;16:20:03.537;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:20:03.537;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:20:03.537;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:20:03.537;INFO;Controller;State = Running;
14/08/17;16:20:03.672;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:20:12.990;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>26,1.195,-2.159,-0.312,0;
14/08/17;16:20:12.990;INFO;Controller;State = Ready;
14/08/17;16:20:13.197;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:20:13.197;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:20:13.197;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:20:13.198;INFO;Controller;State = Running;
14/08/17;16:20:13.332;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:20:22.686;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>27,2.585,-2.228,-0.153,0;
14/08/17;16:20:22.686;INFO;Controller;State = Ready;
14/08/17;16:20:22.887;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:20:22.888;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:20:22.888;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:20:22.888;INFO;Controller;State = Running;
14/08/17;16:20:23.020;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:20:32.410;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>28,3.004,-2.131,-0.828,0;
14/08/17;16:20:32.411;INFO;Controller;State = Ready;
14/08/17;16:20:32.610;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:20:32.610;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:20:32.610;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:20:32.610;INFO;Controller;State = Running;
14/08/17;16:20:32.745;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:20:42.279;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>29,3.001,-2.196,-0.934,0;
14/08/17;16:20:42.279;INFO;Controller;State = Ready;
14/08/17;16:20:42.486;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:20:42.487;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:20:42.487;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:20:42.487;INFO;Controller;State = Running;
14/08/17;16:20:42.646;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:20:52.185;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>30,3.199,-1.92 ,-1.12 ,0;
14/08/17;16:20:52.186;INFO;Controller;State = Ready;
14/08/17;16:20:52.390;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:20:52.391;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:20:52.391;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:20:52.391;INFO;Controller;State = Running;
14/08/17;16:20:52.526;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:21:02.099;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>31,2.927,-1.005,-1.265,0;
14/08/17;16:21:02.099;INFO;Controller;State = Ready;
14/08/17;16:21:02.306;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:21:02.306;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:21:02.306;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:21:02.306;INFO;Controller;State = Running;
14/08/17;16:21:02.442;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:21:11.975;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>32,2.466,-0.883,-1.203,0;
14/08/17;16:21:11.975;INFO;Controller;State = Ready;
14/08/17;16:21:12.179;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:21:12.180;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:21:12.180;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:21:12.180;INFO;Controller;State = Running;
14/08/17;16:21:12.315;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:21:21.870;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>33,1.874,-0.645,-1.177,0;
14/08/17;16:21:21.870;INFO;Controller;State = Ready;
14/08/17;16:21:22.076;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:21:22.076;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:21:22.076;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:21:22.076;INFO;Controller;State = Running;
14/08/17;16:21:22.207;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:21:31.378;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>34,-0.061,-0.095,-1.744,0;
14/08/17;16:21:31.379;INFO;Controller;State = Ready;
14/08/17;16:21:31.585;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:21:31.585;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:21:31.585;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:21:31.585;INFO;Controller;State = Running;
14/08/17;16:21:31.721;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:21:41.209;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>35,-0.178,-0.411,-1.637,0;
14/08/17;16:21:41.209;INFO;Controller;State = Ready;
14/08/17;16:21:41.408;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:21:41.408;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:21:41.409;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:21:41.409;INFO;Controller;State = Running;
14/08/17;16:21:41.544;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:21:51.132;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>36,-0.249,-1.388,-1.184,0;
14/08/17;16:21:51.132;INFO;Controller;State = Ready;
14/08/17;16:21:51.341;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:21:51.341;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:21:51.341;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:21:51.341;INFO;Controller;State = Running;
14/08/17;16:21:51.478;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:22:01.041;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>37,1.041,-1.535,-1.323,0;
14/08/17;16:22:01.106;INFO;Controller;State = Ready;
14/08/17;16:22:01.316;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:22:01.316;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:22:01.316;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:22:01.316;INFO;Controller;State = Running;
14/08/17;16:22:01.452;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:22:10.913;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>38,3.472,-1.095,-2.068,0;
14/08/17;16:22:10.913;INFO;Controller;State = Ready;
14/08/17;16:22:11.143;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:22:11.143;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:22:11.143;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:22:11.143;INFO;Controller;State = Running;
14/08/17;16:22:11.278;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:22:20.776;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>39,2.011,-0.069,-1.507,0;
14/08/17;16:22:20.776;INFO;Controller;State = Ready;
14/08/17;16:22:20.984;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:22:20.984;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:22:20.984;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:22:20.985;INFO;Controller;State = Running;
14/08/17;16:22:21.120;INFO;Robot Runtime;executing:    MT_loadCheck;
14/08/17;16:22:30.684;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>40,0.778,0.26 ,-1.65 ,0;
14/08/17;16:22:30.684;INFO;Controller;State = Ready;
14/08/17;16:22:30.888;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
14/08/17;16:22:30.888;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
14/08/17;16:22:30.889;INFO;Controller;Status = Executing: MT_loadCheck;
14/08/17;16:22:30.889;INFO;Controller;State = Running;
14/08/17;16:22:31.020;INFO;Robot Runtime;executing:    MT_loadCheck;
