06/01/20;09:28:28.792;INFO;Interface;Command: ExecRobotTask (checktoolconfig,-1);
06/01/20;09:31:43.263;INFO;Controller;State = Ready;
06/01/20;09:32:02.272;INFO;Server;Command: ExecRobotTask (Initialize,500000);
06/01/20;09:32:02.273;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:32:02.273;INFO;Controller;Status = Executing: Initialize;
06/01/20;09:32:02.273;INFO;Controller;State = Running;
06/01/20;09:32:02.339;INFO;Robot Runtime;executing:    Initialize;
06/01/20;09:32:03.655;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
06/01/20;09:32:03.655;INFO;Controller;State = Ready;
06/01/20;09:32:03.681;INFO;Server;Command: ExecRobotTask (Cooldown,500000);
06/01/20;09:32:03.682;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:32:03.682;INFO;Controller;Status = Executing: Cooldown;
06/01/20;09:32:03.682;INFO;Controller;State = Running;
06/01/20;09:32:03.779;INFO;Robot Runtime;executing:    Cooldown;
06/01/20;09:33:26.202;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
06/01/20;09:33:26.203;INFO;Controller;State = Ready;
06/01/20;09:33:26.428;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:33:26.428;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:33:26.428;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:33:26.428;INFO;Controller;State = Running;
06/01/20;09:33:26.608;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:33:39.241;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>1,-1.107,0.726,-2.078,0;
06/01/20;09:33:39.241;INFO;Controller;State = Ready;
06/01/20;09:33:39.446;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:33:39.446;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:33:39.446;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:33:39.446;INFO;Controller;State = Running;
06/01/20;09:33:39.589;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:33:48.183;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>2,-0.902,-0.145,-1.676,0;
06/01/20;09:33:48.183;INFO;Controller;State = Ready;
06/01/20;09:33:48.383;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:33:48.383;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:33:48.383;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:33:48.383;INFO;Controller;State = Running;
06/01/20;09:33:48.524;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:33:57.133;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>3,-0.824,0.125,-2.776,0;
06/01/20;09:33:57.133;INFO;Controller;State = Ready;
06/01/20;09:33:57.336;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:33:57.336;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:33:57.336;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:33:57.336;INFO;Controller;State = Running;
06/01/20;09:33:57.475;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:34:06.103;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>4,-0.885,0.665,-2.047,0;
06/01/20;09:34:06.103;INFO;Controller;State = Ready;
06/01/20;09:34:06.302;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:34:06.303;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:34:06.303;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:34:06.303;INFO;Controller;State = Running;
06/01/20;09:34:06.443;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:34:14.667;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>5,-1.161,0.987,-1.761,0;
06/01/20;09:34:14.667;INFO;Controller;State = Ready;
06/01/20;09:34:14.874;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:34:14.874;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:34:14.874;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:34:14.874;INFO;Controller;State = Running;
06/01/20;09:34:15.015;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:34:23.558;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>6,-1.964,0.097,-1.619,0;
06/01/20;09:34:23.558;INFO;Controller;State = Ready;
06/01/20;09:34:23.761;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:34:23.761;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:34:23.761;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:34:23.761;INFO;Controller;State = Running;
06/01/20;09:34:23.902;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:34:32.518;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>7,-1.273,-0.861,-1.563,0;
06/01/20;09:34:32.518;INFO;Controller;State = Ready;
06/01/20;09:34:32.724;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:34:32.724;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:34:32.724;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:34:32.724;INFO;Controller;State = Running;
06/01/20;09:34:32.864;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:34:41.454;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>8,-1.072,-0.066,-1.287,0;
06/01/20;09:34:41.454;INFO;Controller;State = Ready;
06/01/20;09:34:41.676;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:34:41.676;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:34:41.676;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:34:41.676;INFO;Controller;State = Running;
06/01/20;09:34:41.818;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:34:50.413;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>9,-0.71 ,0.241,-1.734,0;
06/01/20;09:34:50.413;INFO;Controller;State = Ready;
06/01/20;09:34:50.621;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:34:50.621;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:34:50.621;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:34:50.621;INFO;Controller;State = Running;
06/01/20;09:34:50.761;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:34:59.360;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>10,-1.045,0.263,-1.605,0;
06/01/20;09:34:59.360;INFO;Controller;State = Ready;
06/01/20;09:34:59.560;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:34:59.560;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:34:59.560;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:34:59.561;INFO;Controller;State = Running;
06/01/20;09:34:59.702;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:35:08.302;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>11,-0.811,1.419,-1.434,0;
06/01/20;09:35:08.302;INFO;Controller;State = Ready;
06/01/20;09:35:08.509;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:35:08.509;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:35:08.509;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:35:08.509;INFO;Controller;State = Running;
06/01/20;09:35:08.650;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:35:17.260;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>12,-0.828,1.239,-2.569,0;
06/01/20;09:35:17.260;INFO;Controller;State = Ready;
06/01/20;09:35:17.465;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:35:17.465;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:35:17.465;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:35:17.465;INFO;Controller;State = Running;
06/01/20;09:35:17.607;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:35:26.227;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>13,-1.026,0.586,-2.423,0;
06/01/20;09:35:26.227;INFO;Controller;State = Ready;
06/01/20;09:35:26.456;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:35:26.456;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:35:26.457;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:35:26.457;INFO;Controller;State = Running;
06/01/20;09:35:26.599;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:35:35.179;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>14,-1.209,0.797,-2.199,0;
06/01/20;09:35:35.179;INFO;Controller;State = Ready;
06/01/20;09:35:35.383;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:35:35.383;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:35:35.383;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:35:35.383;INFO;Controller;State = Running;
06/01/20;09:35:35.525;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:35:44.142;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>15,-1.174,1.018,-1.831,0;
06/01/20;09:35:44.142;INFO;Controller;State = Ready;
06/01/20;09:35:44.348;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:35:44.348;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:35:44.348;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:35:44.348;INFO;Controller;State = Running;
06/01/20;09:35:44.492;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:35:53.106;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>16,-1.676,0.842,-1.615,0;
06/01/20;09:35:53.106;INFO;Controller;State = Ready;
06/01/20;09:35:53.310;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:35:53.310;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:35:53.310;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:35:53.310;INFO;Controller;State = Running;
06/01/20;09:35:53.451;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:36:02.073;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>17,-1.226,-0.012,-1.465,0;
06/01/20;09:36:02.074;INFO;Controller;State = Ready;
06/01/20;09:36:02.279;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:36:02.279;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:36:02.279;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:36:02.280;INFO;Controller;State = Running;
06/01/20;09:36:02.419;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:36:11.040;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>18,-1.262,0.733,-0.866,0;
06/01/20;09:36:11.040;INFO;Controller;State = Ready;
06/01/20;09:36:11.274;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:36:11.274;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:36:11.274;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:36:11.274;INFO;Controller;State = Running;
06/01/20;09:36:11.415;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:36:20.001;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>19,-1.175,0.721,-1.111,0;
06/01/20;09:36:20.001;INFO;Controller;State = Ready;
06/01/20;09:36:20.199;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:36:20.200;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:36:20.200;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:36:20.200;INFO;Controller;State = Running;
06/01/20;09:36:20.343;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:36:28.961;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>20,-1.281,0.324,-1.198,0;
06/01/20;09:36:28.961;INFO;Controller;State = Ready;
06/01/20;09:36:29.158;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:36:29.158;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:36:29.159;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:36:29.159;INFO;Controller;State = Running;
06/01/20;09:36:29.302;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:36:37.923;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>21,-1.099,0.245,-1.392,0;
06/01/20;09:36:37.923;INFO;Controller;State = Ready;
06/01/20;09:36:38.121;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:36:38.121;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:36:38.121;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:36:38.121;INFO;Controller;State = Running;
06/01/20;09:36:38.261;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:36:46.884;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>22,-1.156,1.06 ,-1.626,0;
06/01/20;09:36:46.884;INFO;Controller;State = Ready;
06/01/20;09:36:47.082;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:36:47.083;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:36:47.083;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:36:47.083;INFO;Controller;State = Running;
06/01/20;09:36:47.225;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:36:55.841;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>23,-1.128,0.953,-1.407,0;
06/01/20;09:36:55.841;INFO;Controller;State = Ready;
06/01/20;09:36:56.072;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:36:56.072;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:36:56.072;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:36:56.073;INFO;Controller;State = Running;
06/01/20;09:36:56.212;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:37:04.803;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>24,-1.37 ,0.972,-1.131,0;
06/01/20;09:37:04.804;INFO;Controller;State = Ready;
06/01/20;09:37:05.011;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:37:05.011;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:37:05.011;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:37:05.011;INFO;Controller;State = Running;
06/01/20;09:37:05.154;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:37:13.751;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>25,-2.467,0.695,-1.006,0;
06/01/20;09:37:13.752;INFO;Controller;State = Ready;
06/01/20;09:37:13.954;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:37:13.954;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:37:13.954;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:37:13.954;INFO;Controller;State = Running;
06/01/20;09:37:14.096;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:37:22.711;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>26,-2.473,0.309,-1.107,0;
06/01/20;09:37:22.711;INFO;Controller;State = Ready;
06/01/20;09:37:22.917;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:37:22.918;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:37:22.918;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:37:22.918;INFO;Controller;State = Running;
06/01/20;09:37:23.058;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:37:31.673;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>27,-1.324,-0.303,-1.102,0;
06/01/20;09:37:31.673;INFO;Controller;State = Ready;
06/01/20;09:37:31.878;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:37:31.879;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:37:31.879;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:37:31.879;INFO;Controller;State = Running;
06/01/20;09:37:32.021;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:37:40.627;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>28,-1.266,-1.194,-1.441,0;
06/01/20;09:37:40.628;INFO;Controller;State = Ready;
06/01/20;09:37:40.854;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:37:40.854;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:37:40.854;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:37:40.854;INFO;Controller;State = Running;
06/01/20;09:37:40.996;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:37:49.582;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>29,-1.221,-0.41 ,-1.618,0;
06/01/20;09:37:49.582;INFO;Controller;State = Ready;
06/01/20;09:37:49.787;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:37:49.787;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:37:49.787;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:37:49.787;INFO;Controller;State = Running;
06/01/20;09:37:49.929;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:37:58.540;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>30,-1.153,-0.171,-2.002,0;
06/01/20;09:37:58.540;INFO;Controller;State = Ready;
06/01/20;09:37:58.745;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:37:58.746;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:37:58.746;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:37:58.746;INFO;Controller;State = Running;
06/01/20;09:37:58.888;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:38:10.866;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>31,-0.176,-0.062,-0.409,0;
06/01/20;09:38:10.866;INFO;Controller;State = Ready;
06/01/20;09:38:11.072;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:38:11.073;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:38:11.073;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:38:11.073;INFO;Controller;State = Running;
06/01/20;09:38:11.215;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:38:19.816;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>32,-1.056,-0.339,-1.862,0;
06/01/20;09:38:19.817;INFO;Controller;State = Ready;
06/01/20;09:38:20.022;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:38:20.022;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:38:20.022;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:38:20.022;INFO;Controller;State = Running;
06/01/20;09:38:20.164;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:38:28.755;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>33,-1.104,-0.325,-1.489,0;
06/01/20;09:38:28.755;INFO;Controller;State = Ready;
06/01/20;09:38:28.963;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:38:28.963;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:38:28.963;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:38:28.964;INFO;Controller;State = Running;
06/01/20;09:38:29.104;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:38:37.688;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>34,-1.075,0.11 ,-1.718,0;
06/01/20;09:38:37.688;INFO;Controller;State = Ready;
06/01/20;09:38:37.895;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:38:37.896;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:38:37.896;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:38:37.896;INFO;Controller;State = Running;
06/01/20;09:38:38.037;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:38:46.634;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>35,-1.027,0.503,-2.005,0;
06/01/20;09:38:46.634;INFO;Controller;State = Ready;
06/01/20;09:38:46.836;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:38:46.836;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:38:46.836;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:38:46.836;INFO;Controller;State = Running;
06/01/20;09:38:47.004;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:38:55.576;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>36,-1.305,0.381,-1.42 ,0;
06/01/20;09:38:55.576;INFO;Controller;State = Ready;
06/01/20;09:38:55.776;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:38:55.776;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:38:55.777;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:38:55.777;INFO;Controller;State = Running;
06/01/20;09:38:55.917;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:39:04.518;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>37,-0.969,0.304,-1.426,0;
06/01/20;09:39:04.518;INFO;Controller;State = Ready;
06/01/20;09:39:04.717;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:39:04.717;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:39:04.718;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:39:04.718;INFO;Controller;State = Running;
06/01/20;09:39:04.857;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:39:13.466;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>38,-1.797,-1.12 ,-1.666,0;
06/01/20;09:39:13.466;INFO;Controller;State = Ready;
06/01/20;09:39:13.668;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:39:13.668;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:39:13.668;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:39:13.668;INFO;Controller;State = Running;
06/01/20;09:39:13.809;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:39:22.402;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>39,-1.069,-1.313,-1.845,0;
06/01/20;09:39:22.402;INFO;Controller;State = Ready;
06/01/20;09:39:22.608;INFO;Server;Command: ExecRobotTask (MT_loadCheck,500000);
06/01/20;09:39:22.608;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
06/01/20;09:39:22.608;INFO;Controller;Status = Executing: MT_loadCheck;
06/01/20;09:39:22.609;INFO;Controller;State = Running;
06/01/20;09:39:22.749;INFO;Robot Runtime;executing:    MT_loadCheck;
06/01/20;09:39:31.339;INFO;Controller;Activity ExecRobotTask ended. Return value: Done ===>40,-1.036,-0.964,-1.609,0;
06/01/20;09:39:31.339;INFO;Controller;State = Ready;
